event_url,partner_name,total_partner_amount,prize_title,prize_amount,description,prize_breakdown
https://ethglobal.com/events/newyork2023,UMA,10000,UMA,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Hyperlane,10000,Hyperlane,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Biconomy,10000,Biconomy,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Starknet,10000,Starknet,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Base,10000,Base,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Celo,10000,Celo,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,XMTP,10000,XMTP,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,MetaMask,10000,MetaMask & Linea,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Mantle,10000,Mantle,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,XDC Foundation,10000,XDC Foundation,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Axiom,10000,Axiom,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,ApeCoin,10000,ApeCoin DAO,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Aave Grants DAO,10000,Aave Grants DAO,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Cartesi,10000,Cartesi,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Lens Protocol,10000,Lens Protocol,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Airstack,10000,Airstack,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Next.ID,10000,Next.ID / Mask Network,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,NEAR Protocol,10000,NEAR Protocol,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,UNLIMIT,10000,UNLIMIT,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,ENS,10000,ENS,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Neon EVM,10000,Neon EVM,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,Safe,10000,Safe,10000,N/A,N/A
https://ethglobal.com/events/newyork2023,The Graph,7500,The Graph,7500,N/A,N/A
https://ethglobal.com/events/newyork2023,Axelar,5000,Axelar,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Sunscreen,5000,Sunscreen,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Unlock Protocol,5000,Unlock Protocol,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Lit Protocol,5000,Lit Protocol,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Alliance,5000,Alliance,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Privy,5000,Privy,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Mona,5000,Mona,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Nouns DAO,5000,Nouns DAO,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,QuickNode,5000,QuickNode,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Fuel Network,5000,Fuel,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Ethereum Foundation,5000,Ethereum Foundation,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Aleo,5000,Aleo,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Flashbots,5000,Flashbots,5000,N/A,N/A
https://ethglobal.com/events/newyork2023,Compound Grants,5000,Compound Grants,5000,N/A,N/A
https://ethglobal.com/events/superhack,Optimism,24000,Optimism,24000,N/A,N/A
https://ethglobal.com/events/superhack,Base,20000,Base,20000,N/A,N/A
https://ethglobal.com/events/superhack,Worldcoin,20000,Worldcoin,20000,N/A,N/A
https://ethglobal.com/events/superhack,Zora,20000,ZORA,20000,N/A,N/A
https://ethglobal.com/events/superhack,Chainlink,10000,Chainlink,10000,N/A,N/A
https://ethglobal.com/events/superhack,Hyperlane,10000,Hyperlane,10000,N/A,N/A
https://ethglobal.com/events/superhack,LayerZero,10000,LayerZero,10000,N/A,N/A
https://ethglobal.com/events/superhack,Mode Network,10000,Mode,10000,N/A,N/A
https://ethglobal.com/events/superhack,The Graph,5000,The Graph,5000,N/A,N/A
https://ethglobal.com/events/superhack,Covalent,5000,Covalent,5000,N/A,N/A
https://ethglobal.com/events/superhack,Safe,5000,Safe,5000,N/A,N/A
https://ethglobal.com/events/superhack,Ethereum Attestation Service,5000,Ethereum Attestation Service,5000,N/A,N/A
https://ethglobal.com/events/paris2023,Mina Protocol,20000,Mina Protocol,20000,N/A,N/A
https://ethglobal.com/events/paris2023,MakerDAO,20000,MakerDAO,20000,N/A,N/A
https://ethglobal.com/events/paris2023,Worldcoin,20000,Worldcoin,20000,N/A,N/A
https://ethglobal.com/events/paris2023,Polygon,20000,Polygon,20000,N/A,N/A
https://ethglobal.com/events/paris2023,Filecoin,20000,"Filecoin, IPFS & more",20000,N/A,N/A
https://ethglobal.com/events/paris2023,WalletConnect,20000,WalletConnect,20000,N/A,N/A
https://ethglobal.com/events/paris2023,1inch Network,20000,1inch Network,20000,N/A,N/A
https://ethglobal.com/events/paris2023,Gnosis Chain,20000,Gnosis Chain,20000,N/A,N/A
https://ethglobal.com/events/paris2023,MetaMask,20000,MetaMask & Linea,20000,N/A,N/A
https://ethglobal.com/events/paris2023,Neon EVM,10000,Neon EVM,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Neon EVM,10000,Best Neon EVM use case,5000,N/A,"1st Place: $2,500 | 2nd Place: $1,500 | 3rd Place: $1,000"
https://ethglobal.com/events/paris2023,Neon EVM,10000,Most Transactions on Neon EVM,1500,N/A,"1st Place: $1,000 | 2nd Place: $500"
https://ethglobal.com/events/paris2023,Mantle,10000,Mantle,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Ethereum Foundation,10000,Ethereum Foundation,10000,N/A,N/A
https://ethglobal.com/events/paris2023,ApeCoin,10000,ApeCoin DAO,10000,N/A,N/A
https://ethglobal.com/events/paris2023,NEAR Protocol,10000,NEAR,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Sismo,10000,Sismo,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Safe,10000,Safe,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Next.ID,10000,Next.ID & Mask Network,10000,N/A,N/A
https://ethglobal.com/events/paris2023,ZetaChain,10000,ZetaChain,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Chainlink,10000,Chainlink,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Ethereum Attestation Service,10000,EAS,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Biconomy,10000,Biconomy,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Push Protocol,10000,Push Protocol,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Airstack,10000,Airstack,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Starknet,10000,Starknet,10000,N/A,N/A
https://ethglobal.com/events/paris2023,UMA,10000,UMA,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Celo,10000,Celo,10000,N/A,N/A
https://ethglobal.com/events/paris2023,XMTP,10000,XMTP,10000,N/A,N/A
https://ethglobal.com/events/paris2023,zkSync,10000,zkSync,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Hyperlane,10000,Hyperlane,10000,N/A,N/A
https://ethglobal.com/events/paris2023,Cartesi,10000,Cartesi,10000,N/A,N/A
https://ethglobal.com/events/paris2023,zkBob,10000,zkBob,10000,N/A,N/A
https://ethglobal.com/events/paris2023,The Graph,7500,The Graph,7500,N/A,N/A
https://ethglobal.com/events/paris2023,Flashbots,5000,Flashbots,5000,N/A,N/A
https://ethglobal.com/events/paris2023,NounsDAO,5000,NounsDAO,5000,N/A,N/A
https://ethglobal.com/events/paris2023,Axelar,5000,Axelar,5000,N/A,N/A
https://ethglobal.com/events/paris2023,Dfns,5000,Dfns,5000,N/A,N/A
https://ethglobal.com/events/paris2023,Aragon,5000,Aragon,5000,N/A,N/A
https://ethglobal.com/events/paris2023,QuickNode,5000,QuickNode,5000,N/A,N/A
https://ethglobal.com/events/paris2023,Lit Protocol,5000,Lit Protocol,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Gnosis Chain,20000,Gnosis Chain,20000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Worldcoin,20000,Worldcoin,20000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Airstack,10000,Airstack,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Hyperlane,10000,Hyperlane,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Tokenbound,10000,Tokenbound & ERC-6551,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,UMA,10000,UMA,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Filecoin,10000,IPFS & Filecoin,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,NEAR Protocol,10000,NEAR Protocol,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Polygon,10000,Polygon,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Sismo,10000,Sismo,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,ApeCoin DAO,10000,ApeCoin DAO,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,XDC Foundation,10000,XDC Foundation,10000,N/A,N/A
https://ethglobal.com/events/waterloo2023,DELV,7500,DELV,7500,N/A,N/A
https://ethglobal.com/events/waterloo2023,The Graph,7500,The Graph,7500,N/A,N/A
https://ethglobal.com/events/waterloo2023,XMTP,5000,XMTP,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Lit Protocol,5000,Lit Protocol,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,MakerDAO,5000,MakerDAO,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Quantstamp,5000,Quantstamp,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,QuickNode,5000,QuickNode,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,MetaMask,5000,MetaMask / Linea,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Compound Grants Program,5000,Compound Grants Program,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,unshETH.xyz,5000,unshETH,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Ethereum Attestation Service,5000,Ethereum Attestation Service,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Risc Zero,5000,Risc Zero,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Highlight,5000,Highlight,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,NounsDAO,5000,NounsDAO,5000,N/A,N/A
https://ethglobal.com/events/waterloo2023,Unlock Protocol,5000,Unlock Protocol,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Filecoin,22000,Filecoin Virtual Machine,22000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Bacalhau,12000,Bacalhau,12000,N/A,N/A
https://ethglobal.com/events/hackfs2023,ApeCoin,10000,ApeCoin DAO,10000,N/A,N/A
https://ethglobal.com/events/hackfs2023,IPFS,5000,IPFS,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,DataverseOS,5000,DataverseOS,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,libp2p,5000,libp2p,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Lit Protocol,5000,Lit Protocol,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Spheron,5000,Spheron,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,ENS,5000,ENS,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Push Protocol,5000,Push Protocol,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Consensus Lab,5000,InterPlanetary Consensus,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Huddle01,5000,Huddle01,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Livepeer,5000,Livepeer,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Polybase,5000,Polybase,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Tableland,5000,Tableland,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Saturn,5000,Filecoin Saturn,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Ceramic,5000,Ceramic,5000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Chainsafe,3500,ChainSafe Gaming SDK,3500,N/A,N/A
https://ethglobal.com/events/hackfs2023,Mona,3000,Mona,3000,N/A,N/A
https://ethglobal.com/events/hackfs2023,nft.storage,3000,NFT.storage and Web3.storage,3000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Estuary,3000,Filecoin Data Tools,3000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Lighthouse Storage,2500,Lighthouse Storage,2500,N/A,N/A
https://ethglobal.com/events/hackfs2023,drand,2000,drand (distributed randomness),2000,N/A,N/A
https://ethglobal.com/events/hackfs2023,Beryx,1500,Beryx,1500,N/A,N/A
https://ethglobal.com/events/hackfs2023,Fission,1000,Fission,1000,N/A,N/A
https://ethglobal.com/events/autonomous,Optimism,10000,Optimism,10000,N/A,N/A
https://ethglobal.com/events/autonomous,0xPARC,5000,0xPARC,5000,N/A,N/A
https://ethglobal.com/events/autonomous,Lattice,5000,Lattice,5000,N/A,N/A
https://ethglobal.com/events/autonomous,NFT.Storage,5000,NFT.Storage,5000,N/A,N/A
https://ethglobal.com/events/lisbon,Gnosis Chain,20000,Gnosis Chain,20000,N/A,N/A
https://ethglobal.com/events/lisbon,1inch Network,20000,1inch Network,20000,N/A,N/A
https://ethglobal.com/events/lisbon,Polygon,20000,Polygon,20000,N/A,N/A
https://ethglobal.com/events/lisbon,Optimism,20000,Optimism,20000,N/A,N/A
https://ethglobal.com/events/lisbon,Worldcoin,20000,Worldcoin,20000,N/A,N/A
https://ethglobal.com/events/lisbon,ApeCoin,10000,ApeCoin DAO,10000,N/A,N/A
https://ethglobal.com/events/lisbon,zkBob,10000,zkBob,10000,N/A,N/A
https://ethglobal.com/events/lisbon,Safe,10000,Safe,10000,N/A,N/A
https://ethglobal.com/events/lisbon,Airstack,10000,Airstack,10000,N/A,N/A
https://ethglobal.com/events/lisbon,Ethereum Foundation,10000,Ethereum Foundation,10000,N/A,N/A
https://ethglobal.com/events/lisbon,Cartesi,10000,Cartesi,10000,N/A,N/A
https://ethglobal.com/events/lisbon,UMA,10000,UMA,10000,N/A,N/A
https://ethglobal.com/events/lisbon,MetaMask,10000,MetaMask & Linea,10000,N/A,N/A
https://ethglobal.com/events/lisbon,Filecoin & IPFS,10000,Filecoin Virtual Machine (FVM),10000,N/A,N/A
https://ethglobal.com/events/lisbon,Lens Protocol,10000,Lens Protocol,10000,N/A,N/A
https://ethglobal.com/events/lisbon,Uniswap Foundation,10000,Uniswap Foundation,10000,N/A,N/A
https://ethglobal.com/events/lisbon,Aave Grants DAO,10000,Aave Grants DAO,10000,N/A,N/A
https://ethglobal.com/events/lisbon,The Graph,7500,The Graph,7500,N/A,N/A
https://ethglobal.com/events/lisbon,Fuel,7000,Fuel,7000,N/A,N/A
https://ethglobal.com/events/lisbon,Sismo,5000,Sismo,5000,N/A,N/A
https://ethglobal.com/events/lisbon,Neon EVM,5000,Neon Foundation,5000,N/A,N/A
https://ethglobal.com/events/lisbon,Scroll,5000,Scroll,5000,N/A,N/A
https://ethglobal.com/events/lisbon,Chainlink,5000,Chainlink,5000,N/A,N/A
https://ethglobal.com/events/lisbon,NounsDAO,5000,Nouns DAO,5000,N/A,N/A
https://ethglobal.com/events/lisbon,Mantle,5000,Mantle,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Worldcoin,20000,Worldcoin,20000,N/A,N/A
https://ethglobal.com/events/tokyo,Polygon,20000,Polygon,20000,N/A,N/A
https://ethglobal.com/events/tokyo,Ethereum Foundation,20000,Ethereum Foundation,20000,N/A,N/A
https://ethglobal.com/events/tokyo,1inch,20000,1inch Network,20000,N/A,N/A
https://ethglobal.com/events/tokyo,Mina Protocol,20000,Mina Protocol,20000,N/A,N/A
https://ethglobal.com/events/tokyo,Lens Protocol,20000,Lens Protocol,20000,N/A,N/A
https://ethglobal.com/events/tokyo,Gnosis Chain,20000,Gnosis Chain,20000,N/A,N/A
https://ethglobal.com/events/tokyo,Taiko,20000,Taiko,20000,N/A,N/A
https://ethglobal.com/events/tokyo,MetaMask,15000,MetaMask,15000,N/A,N/A
https://ethglobal.com/events/tokyo,Hyperlane,10000,Hyperlane,10000,N/A,N/A
https://ethglobal.com/events/tokyo,zkBob,10000,zkBob,10000,N/A,N/A
https://ethglobal.com/events/tokyo,IPFS & Filecoin,10000,Filecoin Virtual Machine (FVM),10000,N/A,N/A
https://ethglobal.com/events/tokyo,Celo,10000,Celo,10000,N/A,N/A
https://ethglobal.com/events/tokyo,ApeCoin,10000,ApeCoin DAO,10000,N/A,N/A
https://ethglobal.com/events/tokyo,UMA & Across,10000,UMA & Across,10000,N/A,N/A
https://ethglobal.com/events/tokyo,Airstack,10000,Airstack,10000,N/A,N/A
https://ethglobal.com/events/tokyo,Safe,10000,Safe,10000,N/A,N/A
https://ethglobal.com/events/tokyo,Aave Grants DAO,10000,Aave Grants DAO,10000,N/A,N/A
https://ethglobal.com/events/tokyo,The Graph,7500,The Graph,7500,N/A,N/A
https://ethglobal.com/events/tokyo,Bunzz,5000,Bunzz,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Reazon Holdings,5000,Reazon Holdings,5000,N/A,N/A
https://ethglobal.com/events/tokyo,NETH,5000,Wellbeing NETH Prize -,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Scroll,5000,Scroll,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Quantstamp,5000,Quantstamp,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Livepeer,5000,Livepeer,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Sismo,5000,Sismo,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Uniswap Foundation,5000,Uniswap Foundation,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Huddle01,5000,Huddle01,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Intmax,5000,Intmax,5000,N/A,N/A
https://ethglobal.com/events/tokyo,QuickNode,5000,QuickNode,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Superfluid,5000,Superfluid,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Push Protocol,5000,Push Protocol,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Secured Finance,5000,Secured Finance,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Lit Protocol,5000,Lit Protocol,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Mantle,5000,Mantle,5000,N/A,N/A
https://ethglobal.com/events/tokyo,Curvegrid,2000,Curvegrid,2000,N/A,N/A
https://ethglobal.com/events/scaling2023,Optimism,25000,Optimism,25000,N/A,N/A
https://ethglobal.com/events/scaling2023,Gnosis Chain,20000,Gnosis Chain,20000,N/A,N/A
https://ethglobal.com/events/scaling2023,Scroll,20000,Scroll,20000,N/A,N/A
https://ethglobal.com/events/scaling2023,Polygon,20000,Polygon,20000,N/A,N/A
https://ethglobal.com/events/scaling2023,UMA,10000,UMA & Across,10000,N/A,N/A
https://ethglobal.com/events/scaling2023,IPFS & Filecoin,10000,Filecoin Virtual Machine (FVM),10000,N/A,N/A
https://ethglobal.com/events/scaling2023,Hyperlane,10000,Hyperlane,10000,N/A,N/A
https://ethglobal.com/events/scaling2023,ApeCoin,10000,ApeCoin,10000,N/A,N/A
https://ethglobal.com/events/scaling2023,Fuel,7000,Fuel Labs,7000,N/A,N/A
https://ethglobal.com/events/scaling2023,Taiko,5000,Taiko,5000,N/A,N/A
https://ethglobal.com/events/scaling2023,The Graph,5000,The Graph,5000,N/A,N/A
https://ethglobal.com/events/scaling2023,Intmax,5000,Intmax,5000,N/A,N/A
https://ethglobal.com/events/scaling2023,Mantle,5000,Mantle,5000,N/A,N/A
https://ethglobal.com/events/scaling2023,Push Protocol,5000,Push Protocol,5000,N/A,N/A
https://ethglobal.com/events/scaling2023,zkSync,5000,zkSync Era | Account Abstraction & Security,5000,N/A,N/A
https://ethglobal.com/events/scaling2023,Polybase,5000,Polybase,5000,N/A,N/A
https://ethglobal.com/events/scaling2023,Connext,5000,Connext,5000,N/A,N/A
https://ethglobal.com/events/spacewarp,Filecoin,30000,Filecoin,101010,N/A,N/A
https://ethglobal.com/events/spacewarp,Filecoin,30000,Filecoin FVM Spaceships,30000,N/A,N/A
https://ethglobal.com/events/spacewarp,Filecoin,30000,Filecoin FVM Jetpacks,17010,N/A,N/A
https://ethglobal.com/events/spacewarp,Filecoin,30000,Filecoin DeFi Rockets,18000,N/A,N/A
https://ethglobal.com/events/spacewarp,Filecoin,30000,Filecoin Discovery tools,18000,N/A,N/A
https://ethglobal.com/events/spacewarp,Filecoin,30000,Filecoin Docking Modules,18000,N/A,N/A
https://ethglobal.com/events/spacewarp,Lighthouse,2500,Lighthouse,2500,N/A,N/A
https://ethglobal.com/events/spacewarp,Livepeer,2000,Livepeer,2000,N/A,N/A
https://ethglobal.com/events/spacewarp,"GRAPHENE 01, INC.",2000,Huddle01,2000,N/A,N/A
https://ethglobal.com/events/spacewarp,Push Protocol,2000,Push Protocol,2000,N/A,N/A
https://ethglobal.com/events/spacewarp,Spheron,2000,Spheron Network,2000,N/A,N/A
